,qid,label,description,wikipedia_url,latitude,longitude,admin_location,Location,Park section,Coordinates,Status,Opening date,Cost,Replaced,Type,Manufacturer,Model,Lift/launch system,Height,Drop,Length,Speed,Inversions,Duration,Capacity,G-force,Restraint style,Height restriction,Trains,Slogan,Designer,Max vertical angle,Website,Opened,Owner,Operating season,Area,Total,Roller coasters,Water rides,Closing date,Soft opening date,Opening date,Closing date,Replaced by,Operated by,Attendance,Track layout,General manager,Theme,First manufactured,Locations,Built,Architect,NRHP referenceNo.,Added to NRHP,Designated NHL,Attraction type,Vehicles,Riders per vehicle,Hangul,Hanja,RR,MR,Name,Park section,Sponsor,Music,Replaced by,1st Launch,2nd Launch,No.of installations,G force,Rows,Riders per row,Restraint Style,Other rides,,Acceleration,Maximum Height,Vehicle,Tunnel Length,Vehicle type,Closed,Physical Length,Total length Traversed,Sponsors,Current Theme,Layout,Launches,Original manufacturer,Redesigned by,Tagline,Restraints,Official Website,Shows,Pre-show hosts,Animatronics,Track layout,Designated,Reference no.,Architectural style,CHISLNo.,SDHLNo.,Designated SDHL,Part of,Part of,Designated NHLDCP,Height Restriction,Builders,Born,Died,Occupation,Known for,Date,Deaths,Injuries,Site Area,Ride hosts,Age restriction,Handicapped persons,Restraint,Trains Per Track,Cars,Trains built by,Hosts,Audio-animatronics,Date opened,Subcontractor,Public transit,Park president,Totalmass,Builtbase area,Queue host,Ride host,Host,Tracks,Former location,Previous name,Loop Heights,Former names,Sponsored by,Original area,Relocated,Pre-ride host,Admission,Lift System #1,Lift System #2,Height restriction (Sit-down train),Height restriction (Stand-up train),Elevation change
38,Q1409526,The Dragon,type of roller coasters found in various Legoland parks,https://en.wikipedia.org/wiki/The%20Dragon%20%28roller%20coaster%29,,,,Legoland parks worldwide,Knight's Kingdom,,Operating,1997,,,Steel–Family,Various,Motorized / Junior Coaster / Force Five (various),Drive tire,,,,,0,,,,Lap bar,,2 or 3 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Q1426900,,architectural structure,,59.74496944,10.77928611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Q1455457,French Revolution,roller coaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Q1502537,Lisebergbanan,"roller coaster at Liseberg in Göteborg, Sweden",https://en.wikipedia.org/wiki/Lisebergbanan,,,Q52502,Liseberg,,57°41′42″N11°59′33″E﻿ / ﻿57.69500°N 11.99250°E﻿ /57.69500; 11.99250,Operating,18 April 1987(1987-04-18),,,Steel,Zierer,Custom steel,Chainlift hill,45 m (148 ft),,"1,548 m (5,079 ft)",80 km/h (50 mph),0,,2000 riders per hour,3,,,5 trains with 11 cars. Riders are arranged 2 across in a single row for a total of 22 riders per train.,,"Werner Stengel,Anton Schwarzkopf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Q1624900,Hollys wilde Autofahrt,,,49.319472,8.294946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Q1642705,Helix,"roller coaster at Liseberg in Göteborg, Sweden",https://en.wikipedia.org/wiki/Helix%20%28roller%20coaster%29,,,,Liseberg,,57°41′43.2″N11°59′26.8″E﻿ / ﻿57.695333°N 11.990778°E﻿ /57.695333; 11.990778,Operating,26 April 2014(2014-04-26),"approx. 239,000,000SEK",,Steel–Launched,Mack Rides,,LSMlaunch (x2),41 m (135 ft),,"1,381 m (4,531 ft)",100 km/h (62 mph),7,2:10,"1,350 riders per hour",4.3g,,51 in (130 cm),3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Q1642705,Helix,"roller coaster at Liseberg in Göteborg, Sweden",https://en.wikipedia.org/wiki/Helix%20%28roller%20coaster%29,,,,Liseberg,,57°41′43.2″N11°59′26.8″E﻿ / ﻿57.695333°N 11.990778°E﻿ /57.695333; 11.990778,Operating,26 April 2014(2014-04-26),"approx. 239,000,000SEK",,Steel–Launched,Mack Rides,,LSMlaunch (x2),41 m (135 ft),,"1,381 m (4,531 ft)",100 km/h (62 mph),7,2:10,"1,350 riders per hour",4.3g,,51 in (130 cm),3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Q1642705,Helix,"roller coaster at Liseberg in Göteborg, Sweden",https://en.wikipedia.org/wiki/Helix%20%28roller%20coaster%29,,,,Liseberg,,57°41′43.2″N11°59′26.8″E﻿ / ﻿57.695333°N 11.990778°E﻿ /57.695333; 11.990778,Operating,26 April 2014(2014-04-26),"approx. 239,000,000SEK",,Steel–Launched,Mack Rides,,LSMlaunch (x2),41 m (135 ft),,"1,381 m (4,531 ft)",100 km/h (62 mph),7,2:10,"1,350 riders per hour",4.3g,,51 in (130 cm),3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Q1642705,Helix,"roller coaster at Liseberg in Göteborg, Sweden",https://en.wikipedia.org/wiki/Helix%20%28roller%20coaster%29,,,,Liseberg,,57°41′43.2″N11°59′26.8″E﻿ / ﻿57.695333°N 11.990778°E﻿ /57.695333; 11.990778,Operating,26 April 2014(2014-04-26),"approx. 239,000,000SEK",,Steel–Launched,Mack Rides,,LSMlaunch (x2),41 m (135 ft),,"1,381 m (4,531 ft)",100 km/h (62 mph),7,2:10,"1,350 riders per hour",4.3g,,51 in (130 cm),3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Q1644008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Q1644008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Q1644008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Q1644008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Q1688486,Jumbo Jet,"Steel roller coaster at Chelyuskintsev Park in Minsk, Belarus",https://en.wikipedia.org/wiki/Jumbo%20Jet%20%28Chelyuskintsev%20Park%29,,,,,,41°28′55″N82°41′06″W﻿ / ﻿41.482°N 82.685°W﻿ /41.482; -82.685,Removed,2015(2015),,,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,56 ft (17 m),,,,0,,,,,,,,Werner Stengel,,,,,,,,,,,,1972(1972),1978(1978),WildCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Q1688486,Jumbo Jet,"Steel roller coaster at Chelyuskintsev Park in Minsk, Belarus",https://en.wikipedia.org/wiki/Jumbo%20Jet%20%28Chelyuskintsev%20Park%29,,,,,,41°28′55″N82°41′06″W﻿ / ﻿41.482°N 82.685°W﻿ /41.482; -82.685,Removed,2015(2015),,,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,56 ft (17 m),,,,0,,,,,,,,Werner Stengel,,,,,,,,,,,,1972(1972),1978(1978),WildCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Q1688486,Jumbo Jet,"Steel roller coaster at Chelyuskintsev Park in Minsk, Belarus",https://en.wikipedia.org/wiki/Jumbo%20Jet%20%28Chelyuskintsev%20Park%29,,,,,,41°28′55″N82°41′06″W﻿ / ﻿41.482°N 82.685°W﻿ /41.482; -82.685,Removed,2015(2015),,,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,56 ft (17 m),,,,0,,,,,,,,Werner Stengel,,,,,,,,,,,,1972(1972),1978(1978),WildCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Q1688486,Jumbo Jet,"Steel roller coaster at Chelyuskintsev Park in Minsk, Belarus",https://en.wikipedia.org/wiki/Jumbo%20Jet%20%28Chelyuskintsev%20Park%29,,,,,,41°28′55″N82°41′06″W﻿ / ﻿41.482°N 82.685°W﻿ /41.482; -82.685,Removed,2015(2015),,,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,56 ft (17 m),,,,0,,,,,,,,Werner Stengel,,,,,,,,,,,,1972(1972),1978(1978),WildCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Q1777551,Oki Doki,steel roller coaster,,51.202178,4.910138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Q1808023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Q1831800,Swamp Buggy,rollercoaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Q1884076,,,,30.595096,114.386697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Q1884526,Magnus Colossus,,,38.56111111,-0.16388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Q1916991,,,,48.2161,16.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Q1917138,Ultra Twister Megaton,,,32.988823,130.467829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Q1979332,Tami-Tami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Q1988114,Log Jammer,"log flune ride at Six Flags Magic Mountain in Valencia, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Q1989691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Q2010602,Greezed Lightnin',"roller coaster at Kentucky Kingdom in Louisville, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Q2123873,Mine Train,"roller coaster in Slagharen, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Q2131867,Rasender Roland,"roller coaster in Hansa Park, Germany",,54.0755,10.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Q2166269,Go Gator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Q2197328,Draak,"roller coaster in Plopsaland, Belgium",,51.079354,2.597006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Q2206840,Bob Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Q2238321,Midgard Serpent,Steel roller coaster at Hansa-Park,,54.0768,10.7817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Q2246121,Grottenblitz,Rollercoaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Q2257486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Q2266684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Q2278870,Naga Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Q2279695,Shock,Rollercoaster at Rainbow MagicLand,,41.764741,12.958695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Q2279695,Shock,Rollercoaster at Rainbow MagicLand,,41.764741,12.958695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Q2279695,Shock,Rollercoaster at Rainbow MagicLand,,41.764741,12.958695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Q2279695,Shock,Rollercoaster at Rainbow MagicLand,,41.764741,12.958695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Q2290037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Q2332044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Q2354710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Q2368055,,roller coaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Q2369718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Q2446903,Tower of Terror,,,-26.23777778,28.01416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Q2457792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Q2462361,Twister,,https://en.wikipedia.org/wiki/Twister%20%28Gr%C3%B6na%20Lund%29,59.32254,18.09551,,"Djurgården, Stockholm, Sweden",,59°19′24″N18°05′48″E﻿ / ﻿59.32333°N 18.09667°E﻿ /59.32333; 18.09667,Operating,,,,,,,,,,,,,,,,,,,,,,www.gronalund.com,"August 3, 1883; 142 years ago(1883-08-03)[1]",Parks & Resorts Scandinavia AB,,3.8 ha (9.4 acres),30,7,,,,,,,Gröna Lunds Tivoli AB,"1,676,000 (2019)[2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Q2513388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Q2514928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Q2518728,Vertigorama,roller coaster,,-34.67339444,-58.44896389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Q2526040,Villain,"wooden roller coaster at the Geauga Lake amusement park in Aurora, Ohio",https://en.wikipedia.org/wiki/Villain%20%28roller%20coaster%29,,,,Geauga Lake,,41°21′10″N81°22′21″W﻿ / ﻿41.35278°N 81.37250°W﻿ /41.35278; -81.37250,Removed,"May 5, 2000(2000-05-05)",,,,Custom Coasters International,,Chain lift hill,120 ft (37 m),108 ft (33 m),"3,980 ft (1,210 m)",59 mph (95 km/h),0,2:30,,,,48 in (122 cm),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,,,,,,,,"September 16, 2007(2007-09-16)",,,,,,,Out and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Q2584850,Speed of Sound,Vekoma Boomerang roller coaster at Walibi Holland,https://en.wikipedia.org/wiki/Speed%20of%20Sound%20%28roller%20coaster%29,,,,Walibi Holland,Play Ground,52°26′26″N5°46′05″E﻿ / ﻿52.440630°N 5.768123°E﻿ /52.440630; 5.768123,Operating,"April 22, 2000(2000-04-22)",,,Steel–Shuttle–Boomerang,Vekoma,Boomerang,Chain Lift Hill,116.5 ft (35.5 m),,935 ft (285 m),47 mph (76 km/h),3 inversions. Each completed both forwards and backwards.,1:48,760 riders per hour,5.2,,48 in (122 cm),Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,Vekoma,56°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Q2584850,Speed of Sound,Vekoma Boomerang roller coaster at Walibi Holland,https://en.wikipedia.org/wiki/Speed%20of%20Sound%20%28roller%20coaster%29,,,,Walibi Holland,Play Ground,52°26′26″N5°46′05″E﻿ / ﻿52.440630°N 5.768123°E﻿ /52.440630; 5.768123,Operating,"April 22, 2000(2000-04-22)",,,Steel–Shuttle–Boomerang,Vekoma,Boomerang,Chain Lift Hill,116.5 ft (35.5 m),,935 ft (285 m),47 mph (76 km/h),3 inversions. Each completed both forwards and backwards.,1:48,760 riders per hour,5.2,,48 in (122 cm),Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,Vekoma,56°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
